"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000003513",30.1538042709837,-3.63031657158091,0.570280060289099,-6.36584868448768,1.94212827495634e-10,1.27761575734873e-08
"ENSAMXG00000003543",201.935041927198,-1.47926271816963,0.19300663425549,-7.66431021335503,1.79794853162826e-14,2.26771327955369e-12
"ENSAMXG00000003656",120.043968107879,-2.46796304065126,0.35154198345369,-7.02039345743287,2.21244316486278e-12,2.07339296595381e-10
"ENSAMXG00000003658",50.8565225192173,-2.78252217139813,0.517183171865606,-5.38014831642896,7.44244965019047e-08,2.696481487731e-06
"ENSAMXG00000003932",262.237898031064,-1.2189627534226,0.219448855695666,-5.55465531847233,2.78160086965688e-08,1.11098463305939e-06
"ENSAMXG00000004173",843.239616535673,-1.26840577269649,0.377546205150185,-3.35960408393439,0.000780542428589598,0.00752938426658453
"ENSAMXG00000004213",65.75135073259,-1.33275626308795,0.31665242875233,-4.2088932282606,2.56624611114515e-05,0.000454580554534952
"ENSAMXG00000004239",179.707086203225,-1.19131845195555,0.202066891430271,-5.89566377511501,3.73178161977173e-09,1.7988688698756e-07
"ENSAMXG00000005012",27.451105147788,-2.0509871869688,0.599795489675034,-3.41947750904232,0.000627415189246622,0.00630610533230203
"ENSAMXG00000005063",64.725384832385,-1.02249412225285,0.267336908336763,-3.8247398333971,0.000130910254609087,0.00177241284993336
"ENSAMXG00000005262",31.7629511234031,-2.88216834820705,0.487780558646939,-5.90873969270512,3.44734937895625e-09,1.6713666425431e-07
"ENSAMXG00000005283",665.01142756002,-3.9813757942782,0.481099699271442,-8.27557323421202,1.27839096149607e-16,2.04238175039015e-14
"ENSAMXG00000005345",16.2477204333289,-1.7271934242752,0.538288207266234,-3.20867780672174,0.00133346829305429,0.0115961278465452
"ENSAMXG00000005561",103.064611811351,-1.34348094798742,0.371871890151676,-3.61275208900423,0.000302964331594032,0.00353915505744421
"ENSAMXG00000005738",262.849738796164,-2.4039268478902,0.251277077004794,-9.5668370411852,1.10226254139427e-21,3.18800933308428e-19
"ENSAMXG00000005820",6.62016331274838,-3.31004730118506,1.09860103805666,-3.01296575055151,0.00258708113154436,0.0197437427011266
