"","Gene.stable.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.name"
"1","ENSAMXG00000000420",863.214941949327,0.523451982518874,0.137257651698024,3.81364518511875,0.000136932021679735,0.00548915762417181,"cftr"
"2","ENSAMXG00000000525",311.366770852308,0.751955837097607,0.251957594400704,2.98445394704684,0.0028408496211428,0.0454131342285228,"ddb2"
"3","ENSAMXG00000000730",101.358831956155,1.5040706252994,0.259981328437649,5.78530248436714,7.23819639371384e-09,1.72334875955787e-06,"coro2bb"
"5","ENSAMXG00000000890",479.692426568831,0.431012627107981,0.120417381793366,3.579322359355,0.000344486321732675,0.0108265161194145,"rtf2"
"6","ENSAMXG00000000991",53.0598036699827,1.47884646609291,0.494172963790273,2.99256854270265,0.00276640538560163,0.0446317189212978,"tgm1l2"
"7","ENSAMXG00000001281",886.97829457928,0.534420584612977,0.110412978350682,4.840197163377,1.29710376360478e-06,0.000143540060149898,"neurod6a"
"8","ENSAMXG00000001433",49.0543147445306,0.751786813613824,0.253455825784754,2.96614532842609,0.00301557955388906,0.0472450818642201,"LIN28B"
"9","ENSAMXG00000001448",50.4405068078882,0.756658526852503,0.251515412620083,3.00839824872063,0.00262628730791295,0.0429890403714001,"bves"
"10","ENSAMXG00000001734",1184.71645576752,0.818662399375762,0.12497067984711,6.55083576705606,5.7215955916776e-11,2.72451979174611e-08,"wwp2"
"11","ENSAMXG00000001766",135.787533558128,0.972945891999481,0.316526896153424,3.07381743486305,0.0021133871874699,0.0376955349192986,"csf3r"
"12","ENSAMXG00000001873",2221.72022802478,0.310092132407114,0.0819084444010948,3.78583837935725,0.00015319122012938,0.00593875306425656,"myt1la"
"13","ENSAMXG00000001895",6003.48064656775,0.344291074767947,0.113410298010463,3.03580081181148,0.00239897789669663,0.0405349878157965,"EIF5"
"14","ENSAMXG00000002217",1350.95066799919,0.432846184969104,0.142507468795499,3.03735789167827,0.0023866190781091,0.0405003587401796,"eno1b"
"15","ENSAMXG00000002235",31.3138921018452,1.22761430209425,0.394680628095477,3.11039918026399,0.00186834664563835,0.0346020262828815,"slc26a6l"
"16","ENSAMXG00000002373",196.332522380928,0.565127016748208,0.156353118068436,3.61442754535187,0.000301011978757997,0.00977293850041975,"tcea2"
"17","ENSAMXG00000002754",268.235686799293,0.91521691865764,0.309059391428021,2.96129787361855,0.00306345498575533,0.0477570750457929,"si:dkeyp-44a8.4"
"18","ENSAMXG00000002797",229.53896069319,0.796421016658357,0.176468532709466,4.51310499628604,6.38853748157758e-06,0.000514817835823129,"lratb.1"
"19","ENSAMXG00000003059",794.868824951634,0.359418023337692,0.120998430630438,2.97043541362491,0.0029737792903036,0.0467299677678308,"slc38a7"
"20","ENSAMXG00000003170",70.7845154017754,0.692710853553554,0.228376940254592,3.03319088512758,0.00241982480927037,0.0408193052327309,"thyn1"
"21","ENSAMXG00000003384",328.205204564698,0.437565554872714,0.137508530204195,3.1820975340435,0.00146212570751505,0.0294840871562418,"glo1"
"23","ENSAMXG00000003597",2743.73067191492,0.47090228747732,0.101946550252397,4.61910958547858,3.85390288351706e-06,0.000346880436757725,"cpne2"
"24","ENSAMXG00000003664",507.298489910867,0.376783778913983,0.101629000132649,3.70744352913238,0.000209362082646398,0.00746012645511451,"ints13"
"25","ENSAMXG00000003725",5196.0347777506,0.351301719624023,0.11809603311376,2.97471227747014,0.00293263470806487,0.0463347503550546,"syt4"
"26","ENSAMXG00000003737",773.374368276062,0.507781249703429,0.133348936857332,3.80791374622428,0.000140144134696831,0.00556117407228789,"pld1b"
"27","ENSAMXG00000003998",304.930175693382,1.33118178350407,0.259622990621734,5.12736480046013,2.93825839447086e-07,4.12248146524241e-05,"proca1"
"29","ENSAMXG00000004386",2353.23322849578,0.705763723369101,0.124891879738191,5.65099768574691,1.59519239555164e-08,3.43381552105458e-06,"hspa8b"
"30","ENSAMXG00000004726",22.4669786889492,2.82908053366465,0.550572725251004,5.13843204342329,2.77040344565982e-07,3.96121635846645e-05,"cnga3b"
"31","ENSAMXG00000004732",449.363227259186,0.512064371755,0.133146962519261,3.84585845644751,0.000120131099694246,0.00496773710682993,"bag3"
"32","ENSAMXG00000004903",842.484656860484,0.388282028579828,0.120591154107734,3.21982181406891,0.00128270298620693,0.0268751929670076,"agap2"
"34","ENSAMXG00000004970",51.5837258544541,0.840799858157875,0.281896550606185,2.98265394290862,0.00285760898076581,0.045519707861914,"faah2b"
"35","ENSAMXG00000004989",183.060661522956,0.853730982959904,0.242156915029911,3.52552799433562,0.000422639505172875,0.0125072640005397,"ptgr1"
"36","ENSAMXG00000005049",30.7829378948473,7.19279832964691,1.71496208934497,4.19414421714372,2.73903685578852e-05,0.00166450129006095,"si:dkey-239i20.4"
"37","ENSAMXG00000005057",1295.82917177438,0.391323080120219,0.0795698926319381,4.91797924034332,8.74421830409559e-07,0.000104095944265574,"gmpr2"
"39","ENSAMXG00000005309",1352.29762992431,0.367787117690897,0.108764560978958,3.38149774504262,0.000720918245346886,0.0182130374716736,"frrs1a"
"41","ENSAMXG00000005380",18.0543080361473,2.24938848983006,0.738750671982186,3.04485474618194,0.00232792710615174,0.0400668636868219,"si:dkey-222f8.3"
"42","ENSAMXG00000005447",79.2152253779003,0.877080590750268,0.28708577059546,3.05511690436997,0.00224972811418937,0.0390632349020683,"ccn1l2"
"43","ENSAMXG00000005474",587.250435215083,0.426199012865223,0.114033673704165,3.73748384157912,0.000185871031071094,0.00680833888636636,"epb41l4b"
"44","ENSAMXG00000005619",177.201591760519,3.81918437243535,0.285636416511144,13.3707894080317,8.9585012706902e-41,4.69246296558753e-37,"mblac1"
"45","ENSAMXG00000005644",135.823913577538,1.11219765273144,0.167111777641747,6.65541153607835,2.8250843845389e-11,1.4320443876982e-08,"hps4"
"46","ENSAMXG00000005823",847.1675878184,0.515058336128268,0.13776879491107,3.73857038134606,0.000185069683622583,0.00679482478608708,"phgdh"
"47","ENSAMXG00000005899",51.6255200854566,1.21914166700704,0.326340903368701,3.73579178834855,0.000187125455836695,0.00683834747213446,"itih5"
"48","ENSAMXG00000006062",604.658395671539,0.523595746636173,0.130513644973356,4.01180847215678,6.02553772177907e-05,0.0030642491831727,"rab11fip4b"
"49","ENSAMXG00000006075",6180.136385074,0.317206976479301,0.103330939193687,3.06981605852549,0.00214190642549357,0.0379030603268084,"citb"
"50","ENSAMXG00000006076",48.3732105609545,0.912569852183181,0.249446637609451,3.65837704179423,0.000253817460810306,0.00870848816413352,"fosl1b"
"51","ENSAMXG00000006084",23.2776944607834,1.48222306542986,0.463768333621882,3.19604198469994,0.00139326836375348,0.0283966524877071,"lss"
"52","ENSAMXG00000006107",112.255802486734,0.899450842876514,0.291286123959415,3.08786024768497,0.00201603254333268,0.0364976214123614,"cyp27a1.2"
"53","ENSAMXG00000006157",11.5808492064735,2.18824283233805,0.598483692826255,3.65631153959162,0.000255870365865809,0.00871188098714853,"si:dkey-31g6.6"
"54","ENSAMXG00000006276",2267.60854856893,0.412075546354761,0.0799978736450871,5.15108124227084,2.5898895954002e-07,3.7682893613073e-05,"acadm"
"55","ENSAMXG00000007230",174.357571698001,0.677570529325636,0.208068202775561,3.25648282768376,0.00112801753561509,0.0246191652180878,"COLEC12"
"56","ENSAMXG00000007243",345.85161320591,0.710763457204705,0.184484523058322,3.85269964884809,0.000116822654657093,0.00491579383549981,"rin1a"
"57","ENSAMXG00000007258",844.495129994826,0.44840730520711,0.0830868638532286,5.39684956696902,6.78212052831179e-08,1.22413498180785e-05,"dpp3"
"59","ENSAMXG00000007306",585.602440234092,1.20990508913825,0.264730457837616,4.57032824640221,4.86960878453307e-06,0.000415875176305177,"prpf3"
"60","ENSAMXG00000007472",51.1165190019173,1.10999091379315,0.299302415031419,3.70859324231191,0.000208413914140549,0.0074432187427377,"gfpt2"
"61","ENSAMXG00000007555",199.390944535562,1.08482594002947,0.19428211624389,5.58376633424996,2.35364886897678e-08,4.86647872725014e-06,"slc43a3b"
"62","ENSAMXG00000007587",816.056427126182,0.506922932178335,0.106469448271897,4.76120558907921,1.9243988194236e-06,0.00020026492085048,"jakmip1"
"63","ENSAMXG00000007771",1107.24895979747,0.343699453483065,0.116476210107775,2.95081247204936,0.00316939279803494,0.0488272925767853,"pcyt1ba"
"64","ENSAMXG00000007885",113.172938358695,0.738848704984086,0.243074519158123,3.03959751743232,0.00236894496479966,0.0403310955328947,"slc16a6a"
"65","ENSAMXG00000007909",7.42539143970798,2.79245588794964,0.921972862618982,3.02878316832158,0.00245540845703327,0.0410846956222366,"krt1-19d"
"66","ENSAMXG00000008075",172.606412830965,1.03935348584093,0.178962037186455,5.8076757628662,6.33460384853299e-09,1.56687736150856e-06,"cnot7"
"67","ENSAMXG00000008457",2015.15476085674,0.465316073678594,0.12125476481091,3.83750753551193,0.000124289421614412,0.00509943595626337,"NSG1"
"69","ENSAMXG00000008628",392.200987059881,0.934355891338235,0.203724085778403,4.5863791105906,4.50999344498986e-06,0.000389395807662476,"aifm4"
"71","ENSAMXG00000008956",2572.32729263023,0.422609057544415,0.125108310659782,3.37794552029122,0.000730295474750828,0.0183086321247674,"cacna1eb"
"74","ENSAMXG00000009112",119.560786786278,0.681839185807723,0.21859827698268,3.11914254411871,0.00181378190612553,0.0340522925601633,"plekhg2"
"75","ENSAMXG00000009160",594.136440322018,0.534559364500374,0.0977709604307426,5.46746561704318,4.56515724486251e-08,8.74840011533775e-06,"cyp46a1.3"
"76","ENSAMXG00000009256",385.641949014844,0.348444912564106,0.113436337076124,3.07172217955412,0.00212827709651586,0.0377914429517601,"tmem106a"
"78","ENSAMXG00000009630",593.126075674407,0.434953587169071,0.130364329604886,3.33644631539431,0.000848568155204575,0.0203578625815034,"psmf1"
"79","ENSAMXG00000010251",266.998559497949,0.508979404338152,0.16311570266286,3.12035810182021,0.00180631301600243,0.0340151978869044,"abcg1"
"80","ENSAMXG00000010402",3913.93421291315,0.379213818874609,0.118102721160399,3.21088130018263,0.00132328582467484,0.027360675590711,"rps9"
