,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSAMXG00000004173,756.4507647,-1.252653007,0.1559923,-8.030223318,9.72954004295995e-16,1.14080557972244e-13
ENSAMXG00000004985,9.514640917,-3.096853219,1.155185456,-2.680827742,0.007344031,0.042114635
ENSAMXG00000005012,25.50431649,-1.623294962,0.545180226,-2.977538224,0.002905734,0.020583204
ENSAMXG00000005283,539.2530162,-5.37409944,0.451414018,-11.90503447,1.11417258378351e-32,5.04900857089138e-30
ENSAMXG00000005345,13.46556452,-2.173337656,0.530167956,-4.099338017,4.14333536689121e-05,0.000638952
ENSAMXG00000005463,54.7190064,-1.29355746,0.353675266,-3.657472224,0.000254715,0.00294945
ENSAMXG00000005593,140.0165759,-1.779252772,0.302971491,-5.872673921,4.28821434884522e-09,1.77971509869029e-07
ENSAMXG00000005738,224.4480655,-2.506018323,0.256811202,-9.758212656,1.70126999777265e-22,3.85475595306135e-20
ENSAMXG00000005852,4.576787001,-5.457166195,1.241688862,-4.394954617,1.10795898811304e-05,0.000202807
ENSAMXG00000005858,8.343287771,-2.296739488,0.715200589,-3.211322141,0.001321257,0.011142427
ENSAMXG00000005954,99.01517218,-1.294020021,0.181922943,-7.113011707,1.13537644376649e-12,8.77274508416257e-11
ENSAMXG00000005988,61.23869532,-1.408222105,0.338093835,-4.165181258,3.1110529511944e-05,0.00050205
ENSAMXG00000006112,12.74515714,-1.661374101,0.511148998,-3.250273612,0.00115294,0.009990361
ENSAMXG00000006321,39.46304388,-3.36571029,0.658120012,-5.114128466,3.1519280195394e-07,9.18156875785854e-06
ENSAMXG00000006397,7.080153003,-4.592429785,1.270651851,-3.614231373,0.00030124,0.003374008
ENSAMXG00000006399,14.92106965,-2.094815314,0.617887973,-3.39028336,0.000698204,0.006693418
ENSAMXG00000006427,10.20620264,-2.790631973,0.986122429,-2.829904169,0.004656195,0.029744268
ENSAMXG00000006938,111.0291744,-1.027093211,0.171338296,-5.994533829,2.04069983677928e-09,9.1731030034074e-08
ENSAMXG00000006950,26.65134211,-3.459869008,0.712845079,-4.853605795,1.21236616721163e-06,2.95891463255275e-05
ENSAMXG00000006991,24.8785406,-3.403876035,0.623812669,-5.456567663,4.85426350147867e-08,1.68164124234076e-06
ENSAMXG00000007081,12.63033397,-2.122777701,0.602837527,-3.521309815,0.000429421,0.004521133
ENSAMXG00000007185,140.3861538,-1.290341155,0.173877103,-7.420995256,1.16243480699096e-13,1.04227510207579e-11
ENSAMXG00000007194,117.3625913,-1.118429482,0.172602293,-6.479806631,9.18402430794313e-11,5.20231539092171e-09
ENSAMXG00000007403,2.888796726,-4.763852032,1.44633119,-3.293749084,0.000988607,0.008843024
ENSAMXG00000007416,37.89284171,-1.523739169,0.337203722,-4.51874956,6.22059218817734e-06,0.000122068
ENSAMXG00000007608,19.44126338,-6.094682295,1.226629534,-4.968641408,6.74236228114429e-07,1.79158777128283e-05
ENSAMXG00000007630,23.86868654,-5.02006452,0.75092828,-6.685145111,2.30695931899207e-11,1.4117075511511e-09
